AAH46288.1	Rrh protein [Mus musculus]	0.0
NP_033128.1	visual pigment-like receptor peropsin [Mus musculus]	0.0
XP_021014574.1	visual pigment-like receptor peropsin [Mus caroli]	0.0
XP_021052688.1	visual pigment-like receptor peropsin [Mus pahari]	0.0
XP_034356981.1	visual pigment-like receptor peropsin isoform X1 [Arvicanthis niloticus]	0.0
XP_031231335.1	visual pigment-like receptor peropsin [Mastomys coucha]	0.0
XP_028616339.1	visual pigment-like receptor peropsin [Grammomys surdaster]	0.0
XP_032753232.1	visual pigment-like receptor peropsin [Rattus rattus]	0.0
XP_005357329.1	visual pigment-like receptor peropsin [Microtus ochrogaster]	0.0
XP_006232065.1	PREDICTED: visual pigment-like receptor peropsin isoform X1 [Rattus norvegicus]	0.0
XP_021501095.1	visual pigment-like receptor peropsin [Meriones unguiculatus]	0.0
XP_028712509.1	visual pigment-like receptor peropsin [Peromyscus leucopus]	0.0
XP_006970448.1	PREDICTED: visual pigment-like receptor peropsin [Peromyscus maniculatus bairdii]	0.0
XP_005082887.1	visual pigment-like receptor peropsin [Mesocricetus auratus]	0.0
XP_027251502.1	visual pigment-like receptor peropsin isoform X3 [Cricetulus griseus]	0.0
ERE90153.1	visual pigment-like receptor peropsin-like protein [Cricetulus griseus]	0.0
XP_015340128.1	PREDICTED: visual pigment-like receptor peropsin [Marmota marmota marmota]	0.0
XP_005330151.1	visual pigment-like receptor peropsin [Ictidomys tridecemlineatus]	0.0
XP_034492038.1	visual pigment-like receptor peropsin isoform X2 [Marmota flaviventris]	0.0
KAB0392757.1	hypothetical protein E2I00_009576, partial [Balaenoptera physalus]	0.0
XP_024597728.1	visual pigment-like receptor peropsin [Neophocaena asiaeorientalis asiaeorientalis]	0.0
XP_026266409.1	visual pigment-like receptor peropsin [Urocitellus parryii]	0.0
XP_006188994.1	visual pigment-like receptor peropsin [Camelus ferus]	0.0
XP_003129314.2	visual pigment-like receptor peropsin [Sus scrofa]	0.0
