File	SHaLRTAverage	aBayesAverage	UFBootAverage
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/PASTA.2xIterLimit/RogueIter_0/SequencesOfInterestShuffled.part_001.alignment.PASTA.fasta.raxml.reduced.phy.treefile	70.31159737417943107221	.85082713347921225382	83.17286652078774617067
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/PASTA.2xIterLimit/RogueIter_0/SequencesOfInterestShuffled.part_002.alignment.PASTA.fasta.raxml.reduced.phy.treefile	68.55702970297029702970	.84087128712871287128	84.69702970297029702970
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/PASTA.2xIterLimit/RogueIter_0/SequencesOfInterestShuffled.part_003.alignment.PASTA.fasta.raxml.reduced.phy.treefile	67.83584158415841584158	.84823366336633663366	83.39405940594059405940
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/PASTA.2xIterLimit/RogueIter_0/SequencesOfInterestShuffled.part_004.alignment.PASTA.fasta.raxml.reduced.phy.treefile	67.76310679611650485436	.82918446601941747572	80.24271844660194174757
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/PASTA.2xIterLimit/RogueIter_0/SequencesOfInterestShuffled.part_005.alignment.PASTA.fasta.raxml.reduced.phy.treefile	66.00582329317269076305	.83256626506024096385	81.82530120481927710843
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/PASTA.2xIterLimit/RogueIter_0/SequencesOfInterestShuffled.part_006.alignment.PASTA.fasta.raxml.reduced.phy.treefile	67.94902807775377969762	.83631101511879049676	84.51187904967602591792
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/PASTA.2xIterLimit/RogueIter_0/SequencesOfInterestShuffled.part_007.alignment.PASTA.fasta.raxml.reduced.phy.treefile	66.20950413223140495867	.83240082644628099173	80.53099173553719008264
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/PASTA.2xIterLimit/RogueIter_0/SequencesOfInterestShuffled.part_008.alignment.PASTA.fasta.raxml.reduced.phy.treefile	66.30305498981670061099	.82978411405295315682	85.69042769857433808553
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/PASTA.2xIterLimit/RogueIter_0/SequencesOfInterestShuffled.part_009.alignment.PASTA.fasta.raxml.reduced.phy.treefile	67.04637096774193548387	.84248588709677419354	83.43951612903225806451
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/PASTA.2xIterLimit/RogueIter_0/SequencesOfInterestShuffled.part_010.alignment.PASTA.fasta.raxml.reduced.phy.treefile	67.47965367965367965367	.82988744588744588744	83.32467532467532467532
Average	67.54610105977948399657	.83725521036561649246	83.08294652186149929416
