Gene Species Taxon Signature
0 KAE9459211.1_hypothetical_protein_C3L33_08885_partial_Rhododendron_williamsianum KAE9459211.1_hypothetical_protein_C3L33_08885_partial_Rhododendron_williamsianum 0.0209205213813
0 tr|H2ZH94|H2ZH94_CIOSA_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Ciona_savignyi_OX_51511_PE_3_SV_1 tr|H2ZH94|H2ZH94_CIOSA_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Ciona_savignyi_OX_51511_PE_3_SV_1 0.0100304156612
0 XP_015806761.1_PREDICTED_C-X-C_chemokine_receptor_type_5_Nothobranchius_furzeri XP_015806761.1_PREDICTED_C-X-C_chemokine_receptor_type_5_Nothobranchius_furzeri 0.00975950897398
0 ELR62217.1_Olfactory_receptor_478_partial_Bos_mutus ELR62217.1_Olfactory_receptor_478_partial_Bos_mutus 0.0100304156612
0 RDD44177.1_Neuropeptide_FF_receptor_2_Trichoplax_sp._H2 RDD44177.1_Neuropeptide_FF_receptor_2_Trichoplax_sp._H2 0.00408826577166
0 BAQ54831.1_opsin_RGR-like_Asiagomphus_melaenops BAQ54831.1_opsin_RGR-like_Asiagomphus_melaenops 0.00526677877082
0 XP_017278118.1_endothelin_receptor_type_B_Kryptolebias_marmoratus XP_017278118.1_endothelin_receptor_type_B_Kryptolebias_marmoratus 0.00126132205021
0 BAQ54907.1_opsin_RGR-like_Ischnura_asiatica BAQ54907.1_opsin_RGR-like_Ischnura_asiatica 0.00227447904668
0 tr|A0A3B4CKR4|A0A3B4CKR4_PYGNA_Rhodopsin_N_domain-containing_protein_OS_Pygocentrus_nattereri_OX_42514_PE_4_SV_1 tr|A0A3B4CKR4|A0A3B4CKR4_PYGNA_Rhodopsin_N_domain-containing_protein_OS_Pygocentrus_nattereri_OX_42514_PE_4_SV_1 0.00227447904668
0 XP_006135765.2_olfactory_receptor_14A16-like_Pelodiscus_sinensis XP_006135765.2_olfactory_receptor_14A16-like_Pelodiscus_sinensis 0.00975950897398
0 tr|A0A3Q2PEQ6|A0A3Q2PEQ6_FUNHE_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Fundulus_heteroclitus_OX_8078_PE_3_SV_1 tr|A0A3Q2PEQ6|A0A3Q2PEQ6_FUNHE_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Fundulus_heteroclitus_OX_8078_PE_3_SV_1 0.00228374640016
0 XP_006072423.1_RPE-retinal_G_protein-coupled_receptor_isoform_X1_Bubalus_bubalis XP_006072423.1_RPE-retinal_G_protein-coupled_receptor_isoform_X1_Bubalus_bubalis 0.00526677877082
0 XP_025030065.1_P2Y_purinoceptor_8-like_Python_bivittatus XP_025030065.1_P2Y_purinoceptor_8-like_Python_bivittatus 0.00975950897398
0 XP_023365353.1_RPE-retinal_G_protein-coupled_receptor_isoform_X3_Otolemur_garnettii XP_023365353.1_RPE-retinal_G_protein-coupled_receptor_isoform_X3_Otolemur_garnettii 0.00227447904668
0 VTJ87601.1_Hypothetical_predicted_protein_partial_Marmota_monax VTJ87601.1_Hypothetical_predicted_protein_partial_Marmota_monax 0.0100304156612
0 XP_031954097.1_olfactory_receptor_14J1-like_Corvus_moneduloides XP_031954097.1_olfactory_receptor_14J1-like_Corvus_moneduloides 0.0104555020228
0 XP_014383141.1_olfactory_receptor_6M1-like_Alligator_sinensis XP_014383141.1_olfactory_receptor_6M1-like_Alligator_sinensis 0.00975950897398
0 MDE48078.1_putative_muscarinic_acetylcholine_receptor_gar-2_partial_Aceria_tosichella MDE48078.1_putative_muscarinic_acetylcholine_receptor_gar-2_partial_Aceria_tosichella 0.00658624418344
0 XP_024250518.1_HIV_Tat-specific_factor_1_isoform_X4_Oncorhynchus_tshawytscha XP_024250518.1_HIV_Tat-specific_factor_1_isoform_X4_Oncorhynchus_tshawytscha 0.0100304156612
0 PIK62121.1_putative_visual_pigment-like_receptor_peropsin-like_Apostichopus_japonicus PIK62121.1_putative_visual_pigment-like_receptor_peropsin-like_Apostichopus_japonicus 0.00526677877082
0 tr|A0A4W5R1T5|A0A4W5R1T5_9TELE_Rhodopsin_N_domain-containing_protein_OS_Hucho_hucho_OX_62062_PE_4_SV_1 tr|A0A4W5R1T5|A0A4W5R1T5_9TELE_Rhodopsin_N_domain-containing_protein_OS_Hucho_hucho_OX_62062_PE_4_SV_1 0.0209205213813
0 tr|B3XZQ3|B3XZQ3_9GOBI_Thyrotropin_receptor_OS_Trimma_okinawae_OX_498271_GN_fshr_PE_2_SV_1 tr|B3XZQ3|B3XZQ3_9GOBI_Thyrotropin_receptor_OS_Trimma_okinawae_OX_498271_GN_fshr_PE_2_SV_1 0.00126132205021
0 PWA22483.1_hypothetical_protein_CCH79_00015412_partial_Gambusia_affinis PWA22483.1_hypothetical_protein_CCH79_00015412_partial_Gambusia_affinis 0.00408826577166
0 AFJ44219.1_SWS1_opsin_partial_Pagrus_major AFJ44219.1_SWS1_opsin_partial_Pagrus_major 0.00227447904668
0 tr|A0A672JYT6|A0A672JYT6_SINGR_Uncharacterized_protein_OS_Sinocyclocheilus_grahami_OX_75366_PE_4_SV_1 tr|A0A672JYT6|A0A672JYT6_SINGR_Uncharacterized_protein_OS_Sinocyclocheilus_grahami_OX_75366_PE_4_SV_1 0.0100304156612
0 XP_006035086.2_olfactory_receptor_6J1-like_Alligator_sinensis XP_006035086.2_olfactory_receptor_6J1-like_Alligator_sinensis 0.0100304156612
0 XP_012892012.1_PREDICTED_olfactory_receptor_4C11-like_Dipodomys_ordii XP_012892012.1_PREDICTED_olfactory_receptor_4C11-like_Dipodomys_ordii 0.0100304156612
0 sp|P37705.1|GRP3_DAUCA_RecName_Full_Glycine-rich_protein_A3 sp|P37705.1|GRP3_DAUCA_RecName_Full_Glycine-rich_protein_A3 0.0209205213813
0 PIO23127.1_hypothetical_protein_AB205_0165980_Lithobates_catesbeianus PIO23127.1_hypothetical_protein_AB205_0165980_Lithobates_catesbeianus 0.00408826577166
0 tr|A0A369S3H5|A0A369S3H5_9METZ_Growth_hormone_secretagogue_receptor_type_1_OS_Trichoplax_sp._H2_OX_287889_GN_TrispH2_007336_PE_3_SV_1 tr|A0A369S3H5|A0A369S3H5_9METZ_Growth_hormone_secretagogue_receptor_type_1_OS_Trichoplax_sp._H2_OX_287889_GN_TrispH2_007336_PE_3_SV_1 0.00317281262634
0 KAA0191307.1_hypothetical_protein_FBUS_06198_Fasciolopsis_buski KAA0191307.1_hypothetical_protein_FBUS_06198_Fasciolopsis_buski 0.00227447904668
0 XP_002116633.1_hypothetical_protein_TRIADDRAFT_31042_partial_Trichoplax_adhaerens XP_002116633.1_hypothetical_protein_TRIADDRAFT_31042_partial_Trichoplax_adhaerens 0.00317281262634
0 KAA0724804.1_RPE-retinal_G_protein-coupled_receptor_Triplophysa_tibetana KAA0724804.1_RPE-retinal_G_protein-coupled_receptor_Triplophysa_tibetana 0.00227447904668
0 CAF94914.1_unnamed_protein_product_Tetraodon_nigroviridis CAF94914.1_unnamed_protein_product_Tetraodon_nigroviridis 0.0100304156612
0 AAT48004.1_rhodopsin_partial_Architeuthis_sp._JMS-2004 AAT48004.1_rhodopsin_partial_Architeuthis_sp._JMS-2004 0.0209205213813
0 RDD42185.1_Kappa-type_opioid_receptor_Trichoplax_sp._H2 RDD42185.1_Kappa-type_opioid_receptor_Trichoplax_sp._H2 0.00126132205021
0 tr|A0A673A3D8|A0A673A3D8_9TELE_Uncharacterized_protein_OS_Sphaeramia_orbicularis_OX_375764_PE_4_SV_1 tr|A0A673A3D8|A0A673A3D8_9TELE_Uncharacterized_protein_OS_Sphaeramia_orbicularis_OX_375764_PE_4_SV_1 0.00408826577166
0 XP_008498572.2_LOW_QUALITY_PROTEIN_probable_G-protein_coupled_receptor_34_partial_Calypte_anna XP_008498572.2_LOW_QUALITY_PROTEIN_probable_G-protein_coupled_receptor_34_partial_Calypte_anna 0.00975950897398
0 XP_020345799.1_proteinase-activated_receptor_1-like_Oncorhynchus_kisutch XP_020345799.1_proteinase-activated_receptor_1-like_Oncorhynchus_kisutch 0.00126132205021
