Gene Species Taxon Signature
0 ABH10615.1_endothelin_receptor_type_A_isoform_C13_Rattus_norvegicus ABH10615.1_endothelin_receptor_type_A_isoform_C13_Rattus_norvegicus 0.00582041774644
0 XP_014164854.1_G-protein_coupled_receptor_37-like_1_Geospiza_fortis XP_014164854.1_G-protein_coupled_receptor_37-like_1_Geospiza_fortis 0.00582041774644
0 NP_001364737.1_G_PROTEIN_RECEP_F1_2_domain-containing_protein_Caenorhabditis_elegans NP_001364737.1_G_PROTEIN_RECEP_F1_2_domain-containing_protein_Caenorhabditis_elegans 0.00452692146509
0 RDD36057.1_rhodopsin_Trichoplax_sp._H2 RDD36057.1_rhodopsin_Trichoplax_sp._H2 0.00582041774644
0 XP_020086277.1_glycine-rich_protein_A3-like_Ananas_comosus XP_020086277.1_glycine-rich_protein_A3-like_Ananas_comosus 0.0629322725782
0 XP_006800930.1_PREDICTED_c-C_chemokine_receptor_type_3-like_Neolamprologus_brichardi XP_006800930.1_PREDICTED_c-C_chemokine_receptor_type_3-like_Neolamprologus_brichardi 0.00582041774644
0 ELK36298.1_RPE-retinal_G_protein-coupled_receptor_Myotis_davidii ELK36298.1_RPE-retinal_G_protein-coupled_receptor_Myotis_davidii 0.00452692146509
0 BAQ54740.1_opsin_RGR-like_Somatochlora_uchidai BAQ54740.1_opsin_RGR-like_Somatochlora_uchidai 0.00452692146509
0 XP_020358140.1_proteinase-activated_receptor_4_Oncorhynchus_kisutch XP_020358140.1_proteinase-activated_receptor_4_Oncorhynchus_kisutch 0.000894459184111
0 tr|H2ZH86|H2ZH86_CIOSA_Uncharacterized_protein_OS_Ciona_savignyi_OX_51511_PE_4_SV_1 tr|H2ZH86|H2ZH86_CIOSA_Uncharacterized_protein_OS_Ciona_savignyi_OX_51511_PE_4_SV_1 0.026057340005
0 TNN83763.1_RPE-retinal_G_protein-coupled_receptor_Liparis_tanakae TNN83763.1_RPE-retinal_G_protein-coupled_receptor_Liparis_tanakae 0.00452692146509
0 XP_018910910.1_PREDICTED_visual_pigment-like_receptor_peropsin_Bemisia_tabaci XP_018910910.1_PREDICTED_visual_pigment-like_receptor_peropsin_Bemisia_tabaci 0.00905914904911
0 tr|A0A668TJU5|A0A668TJU5_OREAU_Uncharacterized_protein_OS_Oreochromis_aureus_OX_47969_PE_4_SV_1 tr|A0A668TJU5|A0A668TJU5_OREAU_Uncharacterized_protein_OS_Oreochromis_aureus_OX_47969_PE_4_SV_1 0.00582041774644
0 WP_063646030.1_PAS_domain-containing_protein_Streptomyces_clavuligerus WP_063646030.1_PAS_domain-containing_protein_Streptomyces_clavuligerus 0.00452692146509
0 XP_010840210.1_PREDICTED_olfactory_receptor_51I2-like_Bison_bison_bison XP_010840210.1_PREDICTED_olfactory_receptor_51I2-like_Bison_bison_bison 0.00582041774644
0 tr|J9KSF5|J9KSF5_ACYPI_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Acyrthosiphon_pisum_OX_7029_PE_4_SV_2 tr|J9KSF5|J9KSF5_ACYPI_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Acyrthosiphon_pisum_OX_7029_PE_4_SV_2 0.00452692146509
0 KAB0404893.1_hypothetical_protein_E2I00_006669_partial_Balaenoptera_physalus KAB0404893.1_hypothetical_protein_E2I00_006669_partial_Balaenoptera_physalus 0.00452692146509
0 tr|A0A4W2IPX0|A0A4W2IPX0_BOBOX_Uncharacterized_protein_OS_Bos_indicus_x_Bos_taurus_OX_30522_GN_RGR_PE_4_SV_1 tr|A0A4W2IPX0|A0A4W2IPX0_BOBOX_Uncharacterized_protein_OS_Bos_indicus_x_Bos_taurus_OX_30522_GN_RGR_PE_4_SV_1 0.00905914904911
0 XP_021061287.1_olfactory_receptor_1I1_Mus_pahari XP_021061287.1_olfactory_receptor_1I1_Mus_pahari 0.00582041774644
0 scTrinity_TR74689|c2_g1_i3|ORF5 scTrinity_TR74689|c2_g1_i3|ORF5 0.026057340005
0 prf||2123261AU_chemosensory_receptor prf||2123261AU_chemosensory_receptor 0.00452692146509
