file                                                                                                                                  format  type     num_seqs    sum_len  min_len  avg_len  max_len
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterest.dropped.fasta                   FASTA   Protein       287     85,379       30    297.5    1,204
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterest.fasta                           FASTA   Protein     9,564  3,595,978       33      376    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.fasta                   FASTA   Protein     9,564  3,595,978       33      376    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_001.dropped.fasta  FASTA   Protein        23      6,630       35    288.3      854
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_001.fasta          FASTA   Protein       957    355,493       53    371.5    2,497
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_001.old.fasta      FASTA   Protein       963    359,148       36    372.9    2,497
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_002.dropped.fasta  FASTA   Protein        29      8,609       30    296.9      566
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_002.fasta          FASTA   Protein       957    367,415       50    383.9    3,850
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_002.old.fasta      FASTA   Protein       956    368,031       49      385    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_003.dropped.fasta  FASTA   Protein        26      6,023       48    231.7      408
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_003.fasta          FASTA   Protein       957    355,546       33    371.5    1,574
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_003.old.fasta      FASTA   Protein       959    360,237       36    375.6    1,665
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_004.dropped.fasta  FASTA   Protein        32     10,600       75    331.3      821
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_004.fasta          FASTA   Protein       957    367,718       49    384.2    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_004.old.fasta      FASTA   Protein       953    360,151       38    377.9    2,261
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_005.dropped.fasta  FASTA   Protein        36      9,902       35    275.1      558
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_005.fasta          FASTA   Protein       956    352,183       36    368.4    2,094
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_005.old.fasta      FASTA   Protein       949    359,033       36    378.3    2,441
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_006.dropped.fasta  FASTA   Protein        27      8,446       81    312.8      697
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_006.fasta          FASTA   Protein       956    358,568       38    375.1    2,161
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_006.old.fasta      FASTA   Protein       958    367,073       45    383.2    3,850
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_007.dropped.fasta  FASTA   Protein        18      6,237       85    346.5    1,204
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_007.fasta          FASTA   Protein       956    360,283       35    376.9    2,401
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_007.old.fasta      FASTA   Protein       967    358,525       36    370.8    2,062
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_008.dropped.fasta  FASTA   Protein        25      7,671       31    306.8      826
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_008.fasta          FASTA   Protein       956    356,848       36    373.3    2,085
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_008.old.fasta      FASTA   Protein       960    352,520       35    367.2    2,276
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_009.dropped.fasta  FASTA   Protein        30      8,757      105    291.9      483
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_009.fasta          FASTA   Protein       956    359,005       64    375.5    1,983
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_009.old.fasta      FASTA   Protein       955    357,706       33    374.6    2,253
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_010.dropped.fasta  FASTA   Protein        41     12,504       65      305      576
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_010.fasta          FASTA   Protein       956    362,919       36    379.6    2,261
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/RegTCoffee/RogueIter_1/SequencesOfInterestShuffled.part_010.old.fasta      FASTA   Protein       944    353,554       37    374.5    1,336
