file                                                                                                                             format  type     num_seqs    sum_len  min_len  avg_len  max_len
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/FAMSA/RogueIter_1/SequencesOfInterest.dropped.fasta                   FASTA   Protein       328    104,751       36    319.4    2,497
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/FAMSA/RogueIter_1/SequencesOfInterest.fasta                           FASTA   Protein     9,523  3,576,606       30    375.6    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/FAMSA/RogueIter_1/SequencesOfInterestShuffled.fasta                   FASTA   Protein     9,523  3,576,606       30    375.6    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/FAMSA/RogueIter_1/SequencesOfInterestShuffled.part_001.dropped.fasta  FASTA   Protein        32     13,595      132    424.8    2,497
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/FAMSA/RogueIter_1/SequencesOfInterestShuffled.part_001.fasta          FASTA   Protein       953    360,549       60    378.3    2,014
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/FAMSA/RogueIter_1/SequencesOfInterestShuffled.part_001.old.fasta      FASTA   Protein       954    352,183       35    369.2    2,370
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/FAMSA/RogueIter_1/SequencesOfInterestShuffled.part_002.dropped.fasta  FASTA   Protein        37     12,702       49    343.3    1,546
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/FAMSA/RogueIter_1/SequencesOfInterestShuffled.part_002.fasta          FASTA   Protein       953    351,366       35    368.7    2,401
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/FAMSA/RogueIter_1/SequencesOfInterestShuffled.part_002.old.fasta      FASTA   Protein       948    363,938       30    383.9    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/FAMSA/RogueIter_1/SequencesOfInterestShuffled.part_003.dropped.fasta  FASTA   Protein        31      8,307       36      268      555
