File	SHaLRTAverage	aBayesAverage	UFBootAverage
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/MUSCLE/RogueIter_0/SequencesOfInterestShuffled.part_001.alignment.MUSCLE.fasta.raxml.reduced.phy.treefile	68.55967413441955193482	.82537881873727087576	76.97963340122199592668
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/MUSCLE/RogueIter_0/SequencesOfInterestShuffled.part_002.alignment.MUSCLE.fasta.raxml.reduced.phy.treefile	66.95766990291262135922	.81436504854368932038	79.85436893203883495145
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/MUSCLE/RogueIter_0/SequencesOfInterestShuffled.part_003.alignment.MUSCLE.fasta.raxml.reduced.phy.treefile	67.44182879377431906614	.82041439688715953307	76.27237354085603112840
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/MUSCLE/RogueIter_0/SequencesOfInterestShuffled.part_004.alignment.MUSCLE.fasta.raxml.reduced.phy.treefile	68.79160000000000000000	.82399400000000000000	79.32800000000000000000
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/MUSCLE/RogueIter_0/SequencesOfInterestShuffled.part_005.alignment.MUSCLE.fasta.raxml.reduced.phy.treefile	66.94597701149425287356	.80655938697318007662	79.92528735632183908045
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/MUSCLE/RogueIter_0/SequencesOfInterestShuffled.part_006.alignment.MUSCLE.fasta.raxml.reduced.phy.treefile	67.53963782696177062374	.81149295774647887323	77.40040241448692152917
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/MUSCLE/RogueIter_0/SequencesOfInterestShuffled.part_007.alignment.MUSCLE.fasta.raxml.reduced.phy.treefile	66.66411290322580645161	.81735080645161290322	80.72983870967741935483
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/MUSCLE/RogueIter_0/SequencesOfInterestShuffled.part_008.alignment.MUSCLE.fasta.raxml.reduced.phy.treefile	68.10257352941176470588	.82572610294117647058	74.93750000000000000000
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/MUSCLE/RogueIter_0/SequencesOfInterestShuffled.part_009.alignment.MUSCLE.fasta.raxml.reduced.phy.treefile	67.22480468750000000000	.82903320312500000000	80.73046875000000000000
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/MUSCLE/RogueIter_0/SequencesOfInterestShuffled.part_010.alignment.MUSCLE.fasta.raxml.reduced.phy.treefile	69.05626283367556468172	.82445585215605749486	78.71868583162217659137
Average	67.72841416233756516966	.81987705735616255477	78.48765589362252185623
