Gene Species Taxon Signature
0 GAU39816.1_hypothetical_protein_TSUD_154730_Trifolium_subterraneum GAU39816.1_hypothetical_protein_TSUD_154730_Trifolium_subterraneum 0.0427091505075
0 RXM36745.1_Sialidase_Acipenser_ruthenus RXM36745.1_Sialidase_Acipenser_ruthenus 0.0433092012106
0 KAF2350182.1_G_protein-coupled_receptor_rhodopsin-like_Trinorchestia_longiramus KAF2350182.1_G_protein-coupled_receptor_rhodopsin-like_Trinorchestia_longiramus 0.0191727816067
0 XP_009580485.1_PREDICTED_opsin-VA-like_partial_Fulmarus_glacialis XP_009580485.1_PREDICTED_opsin-VA-like_partial_Fulmarus_glacialis 0.0214601160932
0 tr|A0A452GLS0|A0A452GLS0_9SAUR_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Gopherus_agassizii_OX_38772_PE_4_SV_1 tr|A0A452GLS0|A0A452GLS0_9SAUR_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Gopherus_agassizii_OX_38772_PE_4_SV_1 0.0214601160932
0 NIG61556.1_long-wave-sensitive_opsin_1_Pontoporia_blainvillei NIG61556.1_long-wave-sensitive_opsin_1_Pontoporia_blainvillei 0.0191727816067
0 AIW62530.1_kumopsin_partial_Scytodes_thoracica AIW62530.1_kumopsin_partial_Scytodes_thoracica 0.0191727816067
0 XP_009051533.1_hypothetical_protein_LOTGIDRAFT_152765_Lottia_gigantea XP_009051533.1_hypothetical_protein_LOTGIDRAFT_152765_Lottia_gigantea 0.0298763620572
0 KAF4519503.1_C-opsin_Ephemera_danica KAF4519503.1_C-opsin_Ephemera_danica 0.00703797744752
0 JAK45504.1_Class_a_rhodopsin_g-protein_coupled_receptor_gprop1_Daphnia_magna JAK45504.1_Class_a_rhodopsin_g-protein_coupled_receptor_gprop1_Daphnia_magna 0.00661518448876
0 tr|A0A669D919|A0A669D919_ORENI_Retinal_G_protein_coupled_receptor_b_OS_Oreochromis_niloticus_OX_8128_PE_4_SV_1 tr|A0A669D919|A0A669D919_ORENI_Retinal_G_protein_coupled_receptor_b_OS_Oreochromis_niloticus_OX_8128_PE_4_SV_1 0.00661518448876
0 KAF5404928.1_Retinochrome_Paragonimus_heterotremus KAF5404928.1_Retinochrome_Paragonimus_heterotremus 0.00661518448876
0 RNA33310.1_arthropsin_Brachionus_plicatilis RNA33310.1_arthropsin_Brachionus_plicatilis 0.0191727816067
