Gene Species Taxon Signature
0 tr|A0A3Q1CDX7|A0A3Q1CDX7_AMPOC_Hydroxycarboxylic_acid_receptor_1-3_OS_Amphiprion_ocellaris_OX_80972_PE_3_SV_1 tr|A0A3Q1CDX7|A0A3Q1CDX7_AMPOC_Hydroxycarboxylic_acid_receptor_1-3_OS_Amphiprion_ocellaris_OX_80972_PE_3_SV_1 0.00948587525785
0 CDQ80843.1_unnamed_protein_product_Oncorhynchus_mykiss CDQ80843.1_unnamed_protein_product_Oncorhynchus_mykiss 0.00948587525785
0 XP_030921581.1_LOW_QUALITY_PROTEIN_red-sensitive_opsin-like_Geospiza_fortis XP_030921581.1_LOW_QUALITY_PROTEIN_red-sensitive_opsin-like_Geospiza_fortis 0.00948587525785
0 XP_015375812.1_PREDICTED_opsin_Rh3-like_Diuraphis_noxia XP_015375812.1_PREDICTED_opsin_Rh3-like_Diuraphis_noxia 0.00948587525785
0 tr|A0A1B0CP90|A0A1B0CP90_LUTLO_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Lutzomyia_longipalpis_OX_7200_PE_4_SV_1 tr|A0A1B0CP90|A0A1B0CP90_LUTLO_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Lutzomyia_longipalpis_OX_7200_PE_4_SV_1 0.00948587525785
0 XP_020086277.1_glycine-rich_protein_A3-like_Ananas_comosus XP_020086277.1_glycine-rich_protein_A3-like_Ananas_comosus 0.0247738295298
0 BAQ54762.1_opsin_arthropsin_type_partial_Macromia_amphigena BAQ54762.1_opsin_arthropsin_type_partial_Macromia_amphigena 0.0247738295298
0 ALQ32717.1_short_wavelength-sensitive_opsin_1_partial_Pseudochirulus_forbesi ALQ32717.1_short_wavelength-sensitive_opsin_1_partial_Pseudochirulus_forbesi 0.0247738295298
0 ABD90930.1_rhodopsin_partial_Cardioglossa_gratiosa ABD90930.1_rhodopsin_partial_Cardioglossa_gratiosa 0.0247738295298
0 XP_033946057.1_visual_pigment-like_receptor_peropsin_Pseudochaenichthys_georgianus XP_033946057.1_visual_pigment-like_receptor_peropsin_Pseudochaenichthys_georgianus 0.00948587525785
0 ADU04023.1_rhodopsin_partial_Arthroleptella_lightfooti ADU04023.1_rhodopsin_partial_Arthroleptella_lightfooti 0.0372882138561
0 JAK38573.1_Class_a_rhodopsin_g-protein_coupled_receptor_gprop1_Daphnia_magna JAK38573.1_Class_a_rhodopsin_g-protein_coupled_receptor_gprop1_Daphnia_magna 0.0372882138561
