File	SHaLRTAverage	aBayesAverage	UFBootAverage
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/LINSI/RogueIter_0/SequencesOfInterestShuffled.part_001.alignment.LINSI.fasta.raxml.reduced.phy.treefile	67.21342281879194630872	.84397539149888143176	85.44742729306487695749
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/LINSI/RogueIter_0/SequencesOfInterestShuffled.part_002.alignment.LINSI.fasta.raxml.reduced.phy.treefile	67.89872881355932203389	.84714194915254237288	84.73728813559322033898
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/LINSI/RogueIter_0/SequencesOfInterestShuffled.part_003.alignment.LINSI.fasta.raxml.reduced.phy.treefile	66.37690677966101694915	.84054237288135593220	84.20127118644067796610
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/LINSI/RogueIter_0/SequencesOfInterestShuffled.part_004.alignment.LINSI.fasta.raxml.reduced.phy.treefile	66.63135245901639344262	.82177459016393442622	81.61680327868852459016
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/LINSI/RogueIter_0/SequencesOfInterestShuffled.part_005.alignment.LINSI.fasta.raxml.reduced.phy.treefile	64.66108786610878661087	.83343514644351464435	83.02928870292887029288
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/LINSI/RogueIter_0/SequencesOfInterestShuffled.part_006.alignment.LINSI.fasta.raxml.reduced.phy.treefile	67.32997858672376873661	.83346895074946466809	85.00642398286937901498
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/LINSI/RogueIter_0/SequencesOfInterestShuffled.part_007.alignment.LINSI.fasta.raxml.reduced.phy.treefile	67.32948453608247422680	.84324123711340206185	80.76701030927835051546
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/LINSI/RogueIter_0/SequencesOfInterestShuffled.part_008.alignment.LINSI.fasta.raxml.reduced.phy.treefile	65.99248927038626609442	.82257510729613733905	80.98927038626609442060
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/LINSI/RogueIter_0/SequencesOfInterestShuffled.part_009.alignment.LINSI.fasta.raxml.reduced.phy.treefile	66.92521367521367521367	.83047649572649572649	83.85683760683760683760
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/LINSI/RogueIter_0/SequencesOfInterestShuffled.part_010.alignment.LINSI.fasta.raxml.reduced.phy.treefile	67.08425531914893617021	.83590425531914893617	82.48510638297872340425
Average	66.74429201246925857869	.83525354963448775390	83.21367272649463243385
