file                                                                                                                             format  type     num_seqs    sum_len  min_len  avg_len  max_len
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterest.dropped.fasta                   FASTA   Protein       245     73,178       31    298.7      879
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterest.fasta                           FASTA   Protein     9,606  3,608,179       30    375.6    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.fasta                   FASTA   Protein     9,606  3,608,179       30    375.6    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_001.dropped.fasta  FASTA   Protein        16      4,604       74    287.8      623
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_001.fasta          FASTA   Protein       961    372,171       38    387.3    2,276
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_001.old.fasta      FASTA   Protein       970    361,174       35    372.3    2,497
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_002.dropped.fasta  FASTA   Protein        24      7,952       49    331.3      611
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_002.fasta          FASTA   Protein       961    362,075       36    376.8    1,983
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_002.old.fasta      FASTA   Protein       961    368,688       30    383.7    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_003.dropped.fasta  FASTA   Protein        24      6,569      106    273.7      465
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_003.fasta          FASTA   Protein       961    368,529       30    383.5    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_003.old.fasta      FASTA   Protein       961    359,691       36    374.3    1,665
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_004.dropped.fasta  FASTA   Protein        33     10,227       79    309.9      821
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_004.fasta          FASTA   Protein       961    356,079       36    370.5    2,014
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_004.old.fasta      FASTA   Protein       952    360,524       38    378.7    2,261
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_005.dropped.fasta  FASTA   Protein        22      6,486       54    294.8      677
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_005.fasta          FASTA   Protein       961    361,761       55    376.4    2,401
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_005.old.fasta      FASTA   Protein       963    362,449       35    376.4    2,441
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_006.dropped.fasta  FASTA   Protein        18      5,046      122    280.3      549
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_006.fasta          FASTA   Protein       961    349,398       45    363.6    1,742
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_006.old.fasta      FASTA   Protein       967    370,473       45    383.1    3,850
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_007.dropped.fasta  FASTA   Protein        34      9,891       95    290.9      534
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_007.fasta          FASTA   Protein       960    355,416       35    370.2    2,094
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_007.old.fasta      FASTA   Protein       951    354,871       36    373.2    2,062
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_008.dropped.fasta  FASTA   Protein        34     10,806       31    317.8      879
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_008.fasta          FASTA   Protein       960    366,192       36    381.5    3,850
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_008.old.fasta      FASTA   Protein       951    349,385       36    367.4    2,276
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_009.dropped.fasta  FASTA   Protein        14      3,807       33    271.9      492
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_009.fasta          FASTA   Protein       960    361,072       58    376.1    2,497
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_009.old.fasta      FASTA   Protein       971    362,656       55    373.5    2,253
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_010.dropped.fasta  FASTA   Protein        26      7,790       77    299.6      651
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_010.fasta          FASTA   Protein       960    355,486       37    370.3    2,441
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/LINSI/RogueIter_1/SequencesOfInterestShuffled.part_010.old.fasta      FASTA   Protein       959    358,268       37    373.6    1,336
