Gene Species Taxon Signature
0 XP_017495564.1_PREDICTED_olfactory_receptor_10C1-like_Manis_javanica XP_017495564.1_PREDICTED_olfactory_receptor_10C1-like_Manis_javanica 0.00194972587087
0 XP_021500571.1_RPE-retinal_G_protein-coupled_receptor_isoform_X3_Meriones_unguiculatus XP_021500571.1_RPE-retinal_G_protein-coupled_receptor_isoform_X3_Meriones_unguiculatus 0.000957737495461
0 tr|A0A4W2IPW6|A0A4W2IPW6_BOBOX_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Bos_indicus_x_Bos_taurus_OX_30522_GN_RGR_PE_3_SV_1 tr|A0A4W2IPW6|A0A4W2IPW6_BOBOX_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Bos_indicus_x_Bos_taurus_OX_30522_GN_RGR_PE_3_SV_1 0.000753905287223
0 XP_014164854.1_G-protein_coupled_receptor_37-like_1_Geospiza_fortis XP_014164854.1_G-protein_coupled_receptor_37-like_1_Geospiza_fortis 0.00194972587087
0 XP_019482002.1_PREDICTED_RPE-retinal_G_protein-coupled_receptor_Hipposideros_armiger XP_019482002.1_PREDICTED_RPE-retinal_G_protein-coupled_receptor_Hipposideros_armiger 0.00280604839594
0 PWA22483.1_hypothetical_protein_CCH79_00015412_partial_Gambusia_affinis PWA22483.1_hypothetical_protein_CCH79_00015412_partial_Gambusia_affinis 0.00194972587087
0 XP_029010871.1_trace_amine-associated_receptor_13c-like_Betta_splendens XP_029010871.1_trace_amine-associated_receptor_13c-like_Betta_splendens 0.00194972587087
0 XP_012922110.1_RPE-retinal_G_protein-coupled_receptor_isoform_X1_Heterocephalus_glaber XP_012922110.1_RPE-retinal_G_protein-coupled_receptor_isoform_X1_Heterocephalus_glaber 0.000957737495461
0 OBS64006.1_hypothetical_protein_A6R68_07454_Neotoma_lepida OBS64006.1_hypothetical_protein_A6R68_07454_Neotoma_lepida 0.000753905287223
0 DAniello2015_ops7_Holothuria_glaberrima DAniello2015_ops7_Holothuria_glaberrima 0.00280604839594
