file                                                                                                                             format  type     num_seqs    sum_len  min_len  avg_len  max_len
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_5/SequencesOfInterest.dropped.fasta                   FASTA   Protein       175     61,082       38      349    2,094
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_5/SequencesOfInterest.fasta                           FASTA   Protein     8,801  3,337,763       35    379.2    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_5/SequencesOfInterestShuffled.fasta                   FASTA   Protein     8,801  3,337,763       35    379.2    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_5/SequencesOfInterestShuffled.part_001.dropped.fasta  FASTA   Protein        24      7,775      113      324      623
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_5/SequencesOfInterestShuffled.part_001.fasta          FASTA   Protein       978    361,729       36    369.9    1,452
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_5/SequencesOfInterestShuffled.part_001.old.fasta      FASTA   Protein       974    363,167       66    372.9    2,254
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_5/SequencesOfInterestShuffled.part_002.dropped.fasta  FASTA   Protein         8      2,476      118    309.5      487
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_5/SequencesOfInterestShuffled.part_002.fasta          FASTA   Protein       978    374,228       35    382.6    2,062
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_5/SequencesOfInterestShuffled.part_002.old.fasta      FASTA   Protein       990    374,882       35    378.7    2,276
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_5/SequencesOfInterestShuffled.part_003.dropped.fasta  FASTA   Protein        18      7,218       94      401    1,387
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_5/SequencesOfInterestShuffled.part_003.fasta          FASTA   Protein       978    369,508       35    377.8    2,276
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_5/SequencesOfInterestShuffled.part_003.old.fasta      FASTA   Protein       980    374,782       36    382.4    4,736
