File	SHaLRTAverage	aBayesAverage	UFBootAverage
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/PASTA/RogueIter_1/SequencesOfInterestShuffled.part_001.alignment.PASTA.fasta.raxml.reduced.phy.treefile	66.89117043121149897330	.84097535934291581108	85.63449691991786447638
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/PASTA/RogueIter_1/SequencesOfInterestShuffled.part_002.alignment.PASTA.fasta.raxml.reduced.phy.treefile	66.04350649350649350649	.83569913419913419913	84.36147186147186147186
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/PASTA/RogueIter_1/SequencesOfInterestShuffled.part_003.alignment.PASTA.fasta.raxml.reduced.phy.treefile	67.30215517241379310344	.83662500000000000000	80.90301724137931034482
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/PASTA/RogueIter_1/SequencesOfInterestShuffled.part_004.alignment.PASTA.fasta.raxml.reduced.phy.treefile	67.48559139784946236559	.83436344086021505376	82.71182795698924731182
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/PASTA/RogueIter_1/SequencesOfInterestShuffled.part_005.alignment.PASTA.fasta.raxml.reduced.phy.treefile	65.28408602150537634408	.82709892473118279569	85.27096774193548387096
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/PASTA/RogueIter_1/SequencesOfInterestShuffled.part_006.alignment.PASTA.fasta.raxml.reduced.phy.treefile	67.64642082429501084598	.84289587852494577006	86.03470715835140997830
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/PASTA/RogueIter_1/SequencesOfInterestShuffled.part_007.alignment.PASTA.fasta.raxml.reduced.phy.treefile	68.44826839826839826839	.84512987012987012987	84.24242424242424242424
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/PASTA/RogueIter_1/SequencesOfInterestShuffled.part_008.alignment.PASTA.fasta.raxml.reduced.phy.treefile	66.41252796420581655480	.82659955257270693512	83.98210290827740492170
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/PASTA/RogueIter_1/SequencesOfInterestShuffled.part_009.alignment.PASTA.fasta.raxml.reduced.phy.treefile	67.88411633109619686800	.84816107382550335570	81.62639821029082774049
/work/oa20474/PhylogenyPipeline/Opsins/Alignments/PASTA/RogueIter_1/SequencesOfInterestShuffled.part_010.alignment.PASTA.fasta.raxml.reduced.phy.treefile	64.83698030634573304157	.82642013129102844638	83.21225382932166301969
Average	66.82348233406977798716	.83639683654775024967	83.79796680703593155602
