file                                                                                                                             format  type     num_seqs    sum_len  min_len  avg_len  max_len
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/MAFFT/RogueIter_1/SequencesOfInterest.dropped.fasta                   FASTA   Protein       280     90,359       36    322.7    2,497
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/MAFFT/RogueIter_1/SequencesOfInterest.fasta                           FASTA   Protein     9,571  3,590,998       30    375.2    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/MAFFT/RogueIter_1/SequencesOfInterestShuffled.fasta                   FASTA   Protein     9,571  3,590,998       30    375.2    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/MAFFT/RogueIter_1/SequencesOfInterestShuffled.part_001.dropped.fasta  FASTA   Protein        28     11,855       79    423.4    2,497
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/MAFFT/RogueIter_1/SequencesOfInterestShuffled.part_001.fasta          FASTA   Protein       958    363,366       45    379.3    2,441
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/MAFFT/RogueIter_1/SequencesOfInterestShuffled.part_001.old.fasta      FASTA   Protein       958    353,923       35    369.4    2,370
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/MAFFT/RogueIter_1/SequencesOfInterestShuffled.part_002.dropped.fasta  FASTA   Protein        19      5,730      108    301.6      558
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/MAFFT/RogueIter_1/SequencesOfInterestShuffled.part_002.fasta          FASTA   Protein       957    360,590       50    376.8    1,838
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/MAFFT/RogueIter_1/SequencesOfInterestShuffled.part_002.old.fasta      FASTA   Protein       966    370,910       30      384    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/MAFFT/RogueIter_1/SequencesOfInterestShuffled.part_003.dropped.fasta  FASTA   Protein        29      9,546       78    329.2    1,508
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/MAFFT/RogueIter_1/SequencesOfInterestShuffled.part_003.fasta          FASTA   Protein       957    359,054       31    375.2    1,298
